final_ID,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Month,Return_Month,Early_C,Days_LCtoDD,Cancelled_Pax,Total_Discount_Pax,Days_InitialOrgtoDD,SPR_Product_Type,FPP,Total_Pax,GroupGradeType,FPP_to_School_enrollment,Days_DeptoDD,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,Poverty_Code,School_Type,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeType,SchoolSizeIndicator
1040,7,7,AZ,25,A,1,2,1,359,0,5,368,East Coast,60,60,Middle->High,0.103590810503902,252,2008,32,0,0.564888428256686,0.26564665743881,0,2175,0.913557344920079,4,0,CHD,6,12,541,K,1,1,141,148,Middle->Middle,S-M
1066,4,4,CA,1,T,5,5,0,241,8,6,267,CA History,223,185,K->Middle,0.227421970515852,225,173,87,5,0.498677651528779,0.07578038009346,1,162,0.967389439560662,5,B,PUBLIC,K,6,855,Q,1,1,259,274,Elementary->Elementary,L
1074,10,10,MI,13,A,6,6,1,288,0,2,431,East Coast,24,24,Middle->Middle,0.062459170222914,187,1349,11,0,0.454887957395928,0.160216540700479,0,1423,0.875380899083382,2,B,PUBLIC,6,8,343,I,1,1,261,245,Middle->Middle,S-M
1084,4,4,CA,3,A,4,4,0,273,16,5,269,CA History,57,53,K->Elementary,0.073997820591844,171,411,36,8,0.715563140433975,0.247838066143006,0,436,0.900697227360367,5,B,PUBLIC,K,5,689,P,1,0,0,0,Elementary->Elementary,M-L
1085,11,13,OR,23,A,6,7,0,269,0,1,299,East Coast,11,14,Middle->High,0.133384256617638,259,2189,10,1,0.747182135481193,0.498401625481867,0,1968,0.955068420653143,1,C,PUBLIC,7,12,98,G,1,0,0,0,High->High,S
1099,2,3,OK,11,A,6,6,1,288,4,1,491,East Coast,13,15,PK->Elementary,0.019209150993357,257,1739,13,2,0.96395620327741,0.0,0,1659,0.890724880305702,1,B,PUBLIC,PK,5,712,N,0,1,276,280,Elementary->Elementary,M-L
1108,9,9,NE,10,A,5,6,1,275,1,2,415,East Coast,25,25,PK->Middle,0.059305697507105,233,1162,6,2,0.31440597014971,0.577140777460185,0,1213,0.890527962586971,2,0,Catholic,PK,8,351,I,0,2,375,262,Middle->Middle,S-M
1109,5,7,TX,10,A,5,6,1,282,7,1,400,East Coast,8,11,Middle->Middle,0.01286188853519,247,1712,9,3,0.881307591165816,0.110666606654444,0,1555,0.878262181781474,1,B,PUBLIC,6,8,733,M,0,1,254,254,Middle->Middle,M-L
1114,6,7,CA,2,A,5,5,0,227,5,1,231,CA History,36,40,PK->Middle,0.453590111239291,174,426,17,1,0.410969868888669,0.109929101756723,1,458,0.967487787858289,1,0,Private non-Christian,PK,6,82,Q,1,1,201,212,Elementary->Elementary,S
1121,10,10,CA,13,A,4,4,0,303,2,2,296,East Coast,19,21,Elementary->Middle,0.02023646417425,177,1841,3,0,0.168740797440891,0.0,0,2083,0.907789968922823,2,C,PUBLIC,5,8,905,G,1,1,187,200,Middle->Middle,L
1132,9,9,CA,20,A,4,5,1,215,6,1,412,East Coast,26,29,K->Middle,0.132295401099164,196,2054,8,4,0.333621641933816,0.122185027800495,1,2108,0.986351828685631,1,0,CHD,K,6,202,O,0,2,224,213,Middle->Middle,S
1151,6,6,CA,10,A,4,4,0,219,4,5,307,East Coast,58,60,Middle->Middle,0.065802887285315,173,1677,27,4,0.533047265325736,0.225097857267551,0,1765,0.870871002148458,5,B,PUBLIC,6,8,747,Q,0,1,187,195,Middle->Middle,M-L
1165,7,7,KS,12,A,6,7,0,280,1,1,319,Science,8,8,Middle->Middle,0.015396921266535,205,2095,4,0,0.566849586112335,0.298288409530776,0,2282,0.858990292028481,1,C,PUBLIC,6,8,482,E,0,1,292,282,Middle->Middle,S-M
1173,9,9,NY,12,A,4,4,0,237,0,2,220,East Coast,16,19,K->Middle,0.108115961764306,179,1487,0,0,0.0,0.0,0,1452,0.83060265410036,3,0,Private non-Christian,K,8,153,L,1,1,186,181,Middle->Middle,S
1178,6,6,TN,16,T,3,4,1,241,4,5,351,East Coast,58,53,PK->High,0.063177807039708,170,810,14,2,0.307349287928137,0.252240283261487,0,767,0.897828612023698,5,0,CHD,PK,12,864,O,1,1,171,183,Middle->Middle,M-L
1179,6,6,CA,20,A,6,7,0,282,1,2,270,East Coast,6,10,Middle->Middle,0.006510375818843,211,2263,5,1,0.630065058010222,0.0,0,2025,0.78062401408324,2,B,PUBLIC,6,8,1306,J,0,2,249,248,Middle->Middle,L
1195,8,8,WA,21,A,6,7,0,239,14,2,258,East Coast,17,24,Middle->Middle,0.030563640549559,207,2147,11,7,0.58961873753021,0.051057967838215,0,1932,0.898882249548564,2,C,PUBLIC,6,8,629,C,0,1,225,228,Middle->Middle,M-L
1207,9,10,MN,8,A,6,6,1,285,3,1,493,East Coast,23,27,Elementary->Middle,0.057207408428704,230,1405,13,1,0.531033188738589,0.335965253836356,0,1551,0.976872494928034,1,B,PUBLIC,4,7,450,H,0,2,457,286,Middle->Middle,S-M
1210,6,7,CA,15,A,6,6,1,265,13,1,520,East Coast,14,15,K->Middle,0.011525595241527,220,2351,4,7,0.296680812674627,0.152281506084579,0,2409,0.965353753137839,1,B,PUBLIC,K,8,1120,E,1,2,428,264,Middle->Middle,L
1237,10,10,IL,19,T,4,4,1,336,1,3,336,East Coast,31,38,PK->Middle,0.117907307892927,307,641,0,0,0.0,0.0,0,725,0.954296381047882,3,0,Catholic,PK,8,291,I,0,1,332,326,Middle->Middle,S
1261,9,10,CO,20,A,6,7,0,282,7,3,296,East Coast,39,36,PK->High,0.06460855612118,241,1699,28,3,0.793570229922715,0.148865522780832,0,1798,0.90959785695342,4,B,PUBLIC,PK,12,586,L,0,1,267,270,Middle->Middle,S-M
1262,7,10,NM,19,A,6,6,0,236,2,1,241,East Coast,7,7,High->High,0.006960965572837,223,2320,2,1,0.342984882316242,0.274015653031372,0,2285,0.826709361621102,1,C,PUBLIC,9,12,800,F,0,1,229,232,High->High,L
1264,10,10,WA,19,A,3,4,1,212,6,6,441,East Coast,40,45,Middle->Middle,0.103225142487288,134,1876,16,4,0.426486458800969,0.273906373193923,0,2118,0.845451452251321,6,C,PUBLIC,6,8,371,E,0,2,384,162,Middle->Middle,S-M
1267,10,11,IA,18,A,3,4,1,155,4,3,419,East Coast,52,50,High->High,0.107165404684628,122,2140,28,5,0.584604765595243,0.292057154213505,0,1852,0.914850410204615,3,C,PUBLIC,9,12,447,F,0,2,316,143,High->High,S-M
1270,6,6,WI,8,T,6,6,1,391,1,2,453,East Coast,33,32,Middle->Middle,0.062916093282232,251,1025,19,1,0.716314822380256,0.488240382062607,0,995,0.949955507142412,2,B,PUBLIC,6,8,411,N,0,2,389,269,Middle->Middle,S-M
1282,6,6,WI,14,A,3,3,1,223,6,9,364,East Coast,76,96,Middle->Middle,0.114110715751455,146,1174,54,6,0.649533964786186,0.32631170549143,0,1180,0.94070415482655,8,A,PUBLIC,6,8,754,P,1,1,173,182,Middle->Middle,M-L
1312,8,8,CA,33,A,4,5,0,179,1,4,353,East Coast,31,38,PK->Middle,0.092769651568269,169,2421,15,1,0.422425343877116,0.296282085053291,1,2166,0.928798561920702,4,0,Private non-Christian,PK,8,398,Q,1,0,0,0,Middle->Middle,S-M
1313,6,6,CO,8,A,3,4,1,199,7,9,447,East Coast,85,112,Middle->Middle,0.11311847857198,160,1552,67,6,0.712150127508985,0.345553739208625,0,1341,0.966127574246697,8,B,PUBLIC,6,8,781,O,1,2,215,199,Middle->Middle,L
1315,8,8,TX,16,A,6,6,0,251,2,2,237,East Coast,6,8,Middle->Middle,0.022841112028167,164,1518,1,1,0.159716219249292,0.152852876310945,0,1703,0.765600443121021,2,C,PUBLIC,6,8,287,C,1,2,225,178,Middle->Middle,S
1328,9,10,WA,19,A,3,4,1,219,2,3,333,East Coast,16,24,K->High,0.049917738226527,194,1937,14,2,0.667457573441341,0.080035600959425,0,1825,0.863760806859599,3,0,Private non-Christian,K,12,431,J,1,0,0,0,Middle->High,S-M
1333,6,8,TX,12,A,6,6,1,315,3,3,414,East Coast,33,32,Middle->Middle,0.019604987096353,254,1668,19,3,0.720290177612791,0.226595107839368,0,1777,0.897909273969752,3,C,PUBLIC,6,8,1441,O,1,2,374,262,Middle->Middle,L
1335,10,10,TX,16,A,6,6,0,292,1,1,363,East Coast,8,8,PK->High,0.010492162399806,242,1825,5,1,0.83073171996193,0.0,0,1870,0.869970133628048,1,B,PUBLIC,PK,12,668,L,0,1,279,270,Middle->Middle,M-L
1355,4,4,TX,12,A,6,6,0,253,2,1,264,East Coast,12,14,K->Middle,0.016161702140554,177,1811,7,1,0.5681244185094,0.0,0,1606,0.878088662062487,1,C,PUBLIC,K,6,832,H,1,2,240,192,Middle->Middle,M-L
1360,9,9,CA,13,A,4,4,1,231,14,5,355,East Coast,45,45,Middle->Middle,0.045690342931862,310,1947,28,11,0.606547942491782,0.309691814974549,0,1925,0.875810473499321,5,B,PUBLIC,6,8,1090,N,1,2,322,169,Middle->Middle,L
1375,10,10,CO,24,A,4,5,0,194,4,1,173,East Coast,10,14,K->Middle,0.016248103976021,149,1840,5,0,0.408152484500284,0.0,0,1814,0.966668867990901,1,B,PUBLIC,K,8,819,O,0,1,159,156,Middle->Middle,M-L
1391,10,10,CA,25,A,4,4,1,234,1,1,352,East Coast,7,9,K->Middle,0.049770889131814,199,1980,4,1,0.497176357675917,0.126705982694603,1,2029,0.859592269339051,1,0,CHD,K,6,151,L,1,1,224,209,Middle->Middle,S
1403,5,7,CA,16,A,6,7,1,302,7,1,406,Science,9,10,Middle->Middle,0.004731787137475,227,1788,1,2,0.102777438775453,0.111696545961555,0,1763,0.8969603174461,1,C,PUBLIC,6,8,2222,F,0,2,401,274,Middle->Middle,L
1408,5,5,CA,9,A,4,5,0,232,0,1,235,East Coast,8,10,PK->Middle,0.078118000805745,193,1876,2,0,0.249609046501568,0.103620387305662,0,1845,0.882006829561716,1,0,Private non-Christian,PK,8,110,P,0,1,219,219,Middle->Middle,S
1422,5,5,OH,15,T,5,5,1,288,5,4,429,East Coast,34,36,PK->High,0.036288885597443,225,645,10,4,0.29463919818634,0.346174460776193,0,665,0.861557551047524,4,0,CHD,PK,12,970,I,0,1,281,268,Middle->Middle,L
1430,8,8,FL,12,A,4,5,1,263,1,1,351,East Coast,4,4,Middle->Middle,0.004457200264204,205,1594,2,2,0.635162399450129,0.0,0,1651,0.753805002239325,1,C,PUBLIC,6,8,623,C,1,1,352,358,Middle->Middle,M-L
1433,11,12,ID,26,A,4,5,1,236,4,6,442,East Coast,97,95,Middle->High,0.236937248436289,205,2119,29,3,0.358493529749044,0.175969749045136,1,2298,0.974085082520539,6,0,CHD,7,12,309,N,0,1,212,208,High->High,S
1434,6,6,VA,23,A,6,6,1,308,0,2,406,Science,9,10,PK->Middle,0.022744440050692,224,1928,2,0,0.246489000060243,0.0,0,1992,0.812565484897594,2,0,Private non-Christian,PK,8,365,P,1,0,0,0,Middle->Middle,S-M
1436,4,6,MN,18,A,4,5,1,237,1,2,403,East Coast,29,25,Middle->Middle,0.013098922669086,169,1477,13,1,0.536635851178219,0.241317221113437,0,1403,0.880293496481517,2,A,PUBLIC,6,8,2050,P,1,1,227,218,Middle->Middle,L
1460,8,8,WI,11,A,6,6,1,293,1,1,405,East Coast,12,12,Middle->Middle,0.026739694058692,227,978,5,0,0.462954285238534,0.335557149328341,0,1121,0.929227188599468,1,B,PUBLIC,6,8,380,L,0,1,253,263,Middle->Middle,S-M
1476,8,8,CA,22,A,5,5,1,249,2,4,382,East Coast,35,48,K->Middle,0.108638747688513,206,1707,0,0,0.0,0.0,0,1731,0.939718085676336,4,0,Private non-Christian,K,8,385,P,1,1,244,236,Middle->Middle,S-M
1480,7,7,LA,27,A,3,4,1,198,2,4,328,East Coast,31,28,PK->Middle,0.087402131603987,167,2010,17,2,0.577390816132662,0.059571122204028,0,1861,0.858462441309917,4,0,CHD,PK,8,309,G,1,1,205,194,Middle->Middle,S
1484,9,9,FL,10,A,6,6,1,456,1,1,440,East Coast,4,5,Middle->Middle,0.005583467806756,197,1313,2,1,0.485128290780488,0.0,0,1355,0.764450473648889,1,C,PUBLIC,6,8,663,B,0,2,250,130,Middle->Middle,M-L
1489,6,7,WA,25,A,5,6,0,195,1,1,214,East Coast,13,14,PK->Middle,0.123488528267586,182,2180,8,1,0.571527497452104,0.128005791435626,0,2268,0.925550466990506,1,0,Private non-Christian,PK,8,120,O,1,2,179,184,Middle->Middle,S
1490,6,6,CA,2,A,6,6,0,252,0,2,270,CA History,39,38,K->Elementary,0.055349339944084,223,377,28,0,0.751090556588452,0.078714988222288,1,376,0.976268494954573,2,C,PUBLIC,K,5,587,L,0,1,249,243,Elementary->Elementary,M-L
1496,7,8,CA,14,A,5,5,1,219,16,5,383,East Coast,49,51,K->Middle,0.092752436188097,194,1745,23,8,0.580683164290268,0.235976014986163,0,1860,0.957033650281097,4,E,PUBLIC,K,6,461,J,0,1,263,247,Middle->Middle,S-M
1501,5,6,CA,17,A,6,7,1,322,3,1,353,East Coast,12,15,Middle->Middle,0.0183403825654,245,2583,9,1,0.715421976684423,0.180292977036993,0,2396,0.905878402793306,1,B,PUBLIC,6,8,687,P,1,1,262,267,Middle->Middle,M-L
1519,7,7,OH,8,T,3,3,1,224,7,4,319,East Coast,54,68,Middle->Middle,0.075818841318987,148,714,29,3,0.491022518432563,0.172010350302302,0,755,0.976391048782543,4,A,PUBLIC,7,8,739,P,1,1,209,216,Middle->Middle,M-L
1525,10,10,CA,22,A,5,5,1,265,12,10,457,East Coast,70,79,High->High,0.101836788949589,191,2318,36,13,0.618474752124692,0.326482871814393,1,2090,0.875667863475488,8,0,CHD,9,12,557,N,0,1,209,224,Middle->Middle,M-L
1527,9,9,WI,23,A,6,7,1,273,4,2,463,East Coast,32,35,Middle->Middle,0.05884122910775,222,1252,28,4,0.72690141738335,0.253414933902241,0,1384,0.914585326324652,2,B,PUBLIC,6,8,618,L,0,0,0,0,Middle->Middle,M-L
1539,8,8,CA,24,A,4,5,1,232,0,3,413,East Coast,19,21,K->Middle,0.065878663839161,181,2186,12,0,0.61816662925882,0.154702847848085,0,2277,0.860019832700076,3,0,Catholic,K,8,301,O,1,2,411,228,Middle->Middle,S
1542,9,9,KS,15,A,3,3,1,201,1,5,340,East Coast,11,15,Middle->Middle,0.018815694047593,130,1777,8,1,0.777257164424838,0.47334310648265,0,1581,0.737500501926632,4,A,PUBLIC,7,8,645,O,0,1,173,173,Middle->Middle,M-L
1554,7,7,MO,22,T,3,4,1,206,2,2,395,East Coast,38,37,Middle->Middle,0.043201016262732,153,1033,17,2,0.529876337824287,0.244107017917205,0,1131,0.916145713434447,2,C,PUBLIC,6,8,749,F,0,1,198,195,Middle->Middle,M-L
1560,10,10,UT,24,A,4,5,1,232,9,2,349,East Coast,29,29,Middle->Middle,0.038139955804116,170,2145,13,8,0.500174643649271,0.18690162083568,0,1995,0.883233340697998,2,B,PUBLIC,7,8,609,M,1,1,195,199,Middle->Middle,M-L
1583,7,7,IN,21,T,6,6,1,290,8,2,419,East Coast,56,58,Middle->High,0.087220186659548,234,481,40,7,0.731072407975167,0.190314739849236,0,464,0.996141059333867,2,B,PUBLIC,7,12,649,H,0,2,385,265,Middle->Middle,M-L
1589,4,7,TX,10,A,6,6,0,276,9,2,291,East Coast,32,32,Elementary->Middle,0.042472518646781,243,1583,22,5,0.744091863195483,0.283420642036623,0,1588,0.912960636448828,2,B,PUBLIC,5,6,689,M,1,2,251,239,Elementary->Middle,M-L
1590,6,7,IN,14,T,4,5,1,315,1,1,438,East Coast,19,23,PK->Middle,0.113398282036116,331,1001,0,0,0.0,0.0,0,846,0.95354483856021,1,0,Private non-Christian,PK,8,174,F,0,0,0,0,Middle->Middle,S
1598,9,9,WI,18,A,6,7,1,292,8,4,474,East Coast,57,50,Middle->Middle,0.095721434883251,203,1343,40,7,0.748673240172564,0.26234145305087,0,1280,0.893410289735726,4,B,PUBLIC,7,8,546,M,1,1,285,284,Middle->Middle,S-M
1605,9,9,IN,6,A,6,6,1,272,0,5,439,East Coast,31,40,PK->Middle,0.062759112367706,203,998,24,0,0.736629720083746,0.407033283471027,0,1031,0.866820820926405,4,0,Catholic,PK,8,551,O,1,1,249,256,Middle->Middle,S-M
1608,10,11,TX,21,A,5,6,1,273,0,2,465,East Coast,21,23,Middle->Middle,0.097759700419133,231,1790,11,0,0.567310865044455,0.144345163536106,0,2063,0.865621454374443,2,B,PUBLIC,6,8,208,J,0,2,410,257,Middle->High,S
1614,7,7,WA,12,A,4,4,1,227,0,1,337,East Coast,8,9,Middle->High,0.010103724887417,194,2173,6,0,0.755370488063669,0.0,0,2141,0.922044463202686,1,B,PUBLIC,7,9,774,L,1,1,192,181,High->High,L
1616,3,3,CA,6,A,4,5,0,252,3,2,270,CA History,60,52,Elementary->Middle,0.112272873381676,193,586,13,2,0.287970790557394,0.118155075243143,1,631,0.950138060674483,2,0,Private non-Christian,1,8,475,K,1,1,225,220,Elementary->Elementary,S-M
1620,10,10,NY,6,T,4,4,1,249,4,6,419,East Coast,72,66,Middle->Middle,0.057037867925712,193,719,29,3,0.460316219253434,0.153006854299192,0,750,0.954771496817643,6,B,PUBLIC,6,8,1154,M,0,0,0,0,Middle->Middle,L
1627,7,7,IA,5,A,5,6,1,296,3,5,476,East Coast,49,44,Middle->Middle,0.159232595756381,240,920,28,2,0.628687448825394,0.126477628267854,0,1098,0.936668842892501,5,B,PUBLIC,6,8,230,K,0,2,422,268,Middle->Middle,S
1628,3,4,CA,21,A,4,4,1,239,7,2,356,East Coast,17,19,K->Elementary,0.025908968501265,172,1849,10,5,0.574354333528529,0.131169665152366,0,1880,0.905244312662887,2,A,PUBLIC,K,5,573,Q,0,1,193,186,Elementary->Middle,M-L
1629,9,10,LA,10,A,3,4,1,210,11,4,346,East Coast,35,40,Middle->Middle,0.036885146039576,178,1439,25,11,0.716291771825883,0.400742147242647,0,1487,0.852428970965423,4,C,PUBLIC,6,8,910,L,1,2,333,198,Middle->Middle,L
1635,7,7,CA,25,A,5,6,1,280,1,2,464,East Coast,30,27,PK->Middle,0.082515683903113,354,2078,14,1,0.524241254749864,0.167300188521722,0,1962,0.926369712641438,2,0,Private non-Christian,PK,8,321,P,1,1,248,251,Middle->Middle,S
1636,9,9,TX,15,A,6,6,0,259,3,1,272,East Coast,17,22,Middle->Middle,0.023214014484926,200,1539,17,2,0.874558170784938,0.235036136547653,0,1574,0.956416128840671,1,B,PUBLIC,6,8,876,M,0,1,234,215,Middle->Middle,L
1642,8,8,TX,12,A,3,3,1,191,2,1,356,East Coast,25,26,Middle->Middle,0.019557187871921,149,1421,17,1,0.768887217528137,0.177287142716591,0,1573,0.991308974769806,1,B,PUBLIC,6,8,1196,L,1,1,193,184,Middle->Middle,L
1651,6,6,TX,12,A,6,6,0,330,5,1,331,East Coast,12,12,Middle->Middle,0.011775721158917,241,1521,8,0,0.770294605881331,0.0,0,1465,0.871068677575882,1,D,PUBLIC,6,8,828,D,1,2,281,258,Middle->Middle,L
1652,10,13,CA,22,A,3,3,0,188,2,2,238,East Coast,11,13,High->High,0.015283521015867,136,1882,3,1,0.276897840879011,0.0,0,1978,0.838338869811292,2,B,PUBLIC,9,9,731,L,1,0,0,0,High->High,M-L
1653,8,8,MI,21,T,5,5,1,243,14,8,423,East Coast,58,67,Middle->Middle,0.163556640652719,192,757,21,4,0.321864889337342,0.049063845956626,1,835,0.933736097182893,8,C,PUBLIC,6,8,436,Z,1,1,233,227,Middle->Middle,S-M
1657,7,7,OR,30,A,6,7,1,316,2,2,426,East Coast,33,30,Middle->Middle,0.044685505890585,234,2145,11,3,0.357093500657755,0.255380433615683,0,2240,0.985607140541653,2,B,PUBLIC,6,8,740,L,1,1,285,273,Middle->Middle,M-L
1665,8,8,FL,13,A,4,5,1,265,1,1,369,East Coast,3,4,Middle->Middle,0.004537827232805,212,1477,2,2,0.675069031525745,0.0,0,1424,0.759243182922987,1,C,PUBLIC,6,8,652,C,1,1,363,353,Middle->Middle,M-L
1666,7,8,WA,22,A,4,4,1,230,7,3,363,East Coast,37,36,Middle->Middle,0.033835338578317,136,2121,22,7,0.682847765833071,0.28613705645594,0,1993,0.880389947282348,3,B,PUBLIC,6,8,875,G,1,1,185,180,Middle->Middle,L
1671,8,10,NE,20,A,5,6,1,586,1,2,618,East Coast,35,30,K->High,0.147730002290258,554,1407,7,1,0.198912562420928,0.247118795403194,0,1668,0.913882668891322,2,B,PUBLIC,K,12,233,H,0,1,268,275,Middle->Middle,S
1672,9,9,TX,18,A,6,6,0,274,9,1,281,East Coast,14,15,Middle->Middle,0.016163380951215,220,1500,10,4,0.70960751534583,0.0,0,1542,0.905247679752353,1,B,PUBLIC,7,8,928,I,1,1,244,259,Middle->Middle,L
1673,10,10,CA,15,A,3,4,1,209,0,2,364,East Coast,18,18,PK->Middle,0.069807197687272,124,2052,8,0,0.494436247680672,0.0,0,2093,0.910062667018107,2,0,Catholic,PK,8,214,P,0,1,203,200,Middle->Middle,S
1684,9,10,AZ,8,A,3,3,0,203,6,1,220,East Coast,13,13,K->Middle,0.015494527778279,133,1585,8,6,0.55726714280038,0.146055818014416,0,1641,0.898289867152474,1,C,PUBLIC,K,8,913,N,1,1,210,200,Middle->Middle,L
1691,9,9,MI,18,T,3,3,1,212,5,6,357,East Coast,83,76,Middle->Middle,0.113202885091832,151,1013,45,4,0.662884080231063,0.260944699557466,0,1005,0.95336654938103,8,B,PUBLIC,6,8,734,J,0,1,181,175,Middle->Middle,M-L
1700,5,6,CA,10,A,4,4,1,254,6,1,374,East Coast,8,11,PK->Middle,0.063906562142394,194,1884,4,3,0.416555400627948,0.20280503774692,0,2069,0.935738046067975,1,0,Catholic,PK,8,152,K,0,2,349,202,Middle->Middle,S
1704,9,9,IL,20,A,6,7,0,307,1,2,315,East Coast,11,13,Middle->Middle,0.034205943740563,235,1396,9,2,0.77279728578767,0.304947277573284,0,1694,0.839464656556844,2,B,PUBLIC,7,8,329,L,0,0,0,0,Middle->Middle,S-M
1712,6,7,WA,23,A,3,4,1,227,19,4,362,East Coast,19,28,Middle->Middle,0.034620579212887,177,2183,9,11,0.398112152773099,0.114358397133992,0,2065,0.857440048403097,4,C,PUBLIC,6,8,686,F,0,1,181,183,Middle->Middle,M-L
1713,9,12,CA,22,A,6,7,1,309,6,3,504,East Coast,37,36,Middle->Middle,0.031939149163959,238,2726,18,4,0.500166562801145,0.118313713092962,0,2905,0.883630559923166,3,B,PUBLIC,7,8,1154,P,0,2,271,241,Middle->High,L
1722,6,6,VA,15,A,5,6,1,283,0,2,405,Science,9,10,PK->Middle,0.022909496309972,233,1876,2,0,0.257848782911272,0.0,0,1925,0.790527325989812,2,0,Private non-Christian,PK,8,360,P,0,0,0,0,Middle->Middle,S-M
1734,7,7,TX,9,A,6,6,0,227,1,2,204,East Coast,12,12,Middle->Middle,0.049789462921999,186,1765,8,0,0.766674951360633,0.427272823294048,0,1687,0.818252697536449,2,B,PUBLIC,6,8,204,K,0,1,226,219,Middle->Middle,S
1742,6,8,TX,12,A,6,6,1,286,9,1,402,East Coast,9,11,Middle->Middle,0.014098853954551,237,1646,9,3,0.870555821907303,0.085480217434171,0,1791,0.879631220219538,1,B,PUBLIC,6,8,726,M,0,1,257,254,Middle->Middle,M-L
1747,9,9,TX,18,A,5,6,1,365,1,2,444,East Coast,11,15,Elementary->Middle,0.018510429790013,208,1640,8,0,0.627587481149558,0.227875865815218,0,1986,0.849692949752787,2,C,PUBLIC,5,8,761,B,1,2,428,261,Middle->Middle,M-L
1757,8,10,WA,10,A,6,7,0,269,15,1,305,East Coast,19,20,Middle->Middle,0.024765783066271,243,2065,12,7,0.650703164449713,0.173462665591182,0,2175,0.902479973920938,1,B,PUBLIC,6,8,747,C,0,1,267,262,Middle->Middle,M-L
1769,8,8,CA,22,A,4,5,1,246,2,2,351,East Coast,23,26,K->Elementary,0.047891019276442,144,2260,15,1,0.728631680050425,0.180911791681419,0,2431,0.941851836937264,2,B,PUBLIC,K,5,497,O,0,1,228,223,Middle->Middle,S-M
1782,7,7,MI,14,A,6,6,1,307,1,1,456,East Coast,12,14,Middle->Middle,0.021565230973241,224,1262,7,0,0.561043441870879,0.664569115835035,0,1300,0.934036201293195,1,B,PUBLIC,6,8,651,L,1,2,405,230,Middle->Middle,M-L
1788,9,9,NM,18,A,3,3,1,237,9,2,332,East Coast,9,11,Middle->Middle,0.015425431098618,138,1996,4,1,0.488742389857024,0.0,0,2217,0.788209163963417,2,C,PUBLIC,6,8,556,B,0,1,199,192,Middle->Middle,S-M
1796,6,6,IN,13,A,5,6,1,288,3,4,411,East Coast,34,34,Middle->Middle,0.051558641131962,182,1653,17,1,0.590762171373741,0.231534645362895,0,1380,0.946526371328428,3,C,PUBLIC,6,8,526,I,1,1,264,259,Middle->Middle,S-M
1797,8,8,GA,16,T,4,4,1,212,8,3,416,East Coast,15,20,Middle->Middle,0.020135548436037,177,757,12,4,0.642755007740486,0.0,0,759,0.848154602157974,3,B,PUBLIC,6,8,908,K,1,1,190,203,Middle->Middle,L
1798,7,7,CA,15,A,4,5,1,215,3,4,454,East Coast,35,35,Middle->High,0.041092761973421,188,2047,11,3,0.367844455446793,0.286785774805782,0,2024,0.925473291224281,3,0,CHD,7,12,721,Z,0,0,0,0,Middle->Middle,M-L
1822,7,8,CA,38,A,6,7,1,311,1,3,480,East Coast,31,36,PK->Middle,0.072763142213022,241,2516,24,15,0.804443388834927,0.608630330972765,0,2334,0.915419417039401,3,0,Catholic,PK,8,477,P,0,1,276,272,Middle->Middle,S-M
1828,4,6,CA,16,A,6,7,1,414,0,3,409,East Coast,20,21,K->Middle,0.057425779691628,212,1965,11,0,0.567244846351264,0.197039284091559,0,1893,0.816634662077578,3,C,PUBLIC,K,8,315,G,0,1,288,294,Middle->Middle,S
1833,8,8,TX,17,A,6,7,1,309,8,2,411,East Coast,22,22,Middle->Middle,0.015723154048256,226,1385,17,5,0.824193912159645,0.252617183227151,0,1274,0.94799326368838,2,B,PUBLIC,6,8,1100,M,0,2,392,274,Middle->Middle,L
1834,6,7,MN,8,A,6,6,1,304,2,1,395,East Coast,9,11,Middle->High,0.041354594617057,214,1385,10,0,0.938068916716077,0.502328217421801,0,1501,0.920434310055131,1,B,PUBLIC,6,12,252,J,1,2,377,243,Middle->High,S
1855,10,10,WA,20,A,6,7,1,298,4,1,434,East Coast,11,12,Middle->Middle,0.020716455414715,240,2451,12,2,0.952466366043945,0.435389389898094,0,2263,0.95726581052355,1,C,PUBLIC,6,8,555,H,1,1,274,283,Middle->Middle,S-M
1859,6,6,CA,1,A,5,5,1,261,6,4,332,CA History,41,55,PK->Middle,0.14143600367791,199,403,16,3,0.318686820322853,0.23384752353589,0,411,0.911962908529871,4,0,Catholic,PK,8,342,P,1,1,233,231,Elementary->Elementary,S-M
1881,4,5,CO,14,A,5,6,1,485,2,4,471,East Coast,20,25,K->Middle,0.036890406461549,226,1961,15,1,0.695393856616698,0.375204380785202,0,1740,0.878679489862185,4,B,PUBLIC,K,6,684,J,0,2,411,267,Elementary->Elementary,M-L
1882,10,11,KS,17,A,3,4,1,207,0,2,407,East Coast,17,20,Middle->High,0.141664191450385,285,2179,15,0,0.801001912022617,0.364736760585775,0,1829,0.898366926199524,2,B,PUBLIC,7,12,114,F,0,1,174,165,High->High,S
