ID_SALES,Program_Code,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Date,Return_Date,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,SPR_Product_Type,FPP,Total_Pax,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,FPP_to_School_enrollment,Retained
HD1465A,HD,10,10,WI,9,A,06/07/2019,06/16/2019,03/29/2018,08/07/2018,3,2,03/18/2018,East Coast,16,20,January,Middle,Middle,Middle->Middle,H,"0,029083832715217",1
HD1466A,HD,7,7,IN,15,A,03/23/2019,04/07/2019,02/05/2018,02/20/2018,4,1,01/28/2018,East Coast,9,12,January,Middle,Middle,Middle->Middle,H,"0,007998620610467",0
HD1467T,HD,8,8,MO,20,T,05/21/2019,06/10/2019,,11/02/2018,4,2,11/14/2018,East Coast,32,31,January,Middle,Middle,Middle->Middle,H,"0,039069256958712",1
HD1471A,HD,4,4,CA,20,A,04/30/2019,05/20/2019,05/10/2018,08/03/2018,1,4,04/26/2018,East Coast,49,49,January,PK,Middle,PK->Middle,H,"0,164273187316035",1
HD1472A,HD,8,9,CA,16,A,04/11/2019,04/27/2019,02/08/2018,08/05/2018,1,2,02/25/2018,East Coast,14,15,January,K,Middle,K->Middle,H,"0,189834864990963",0
HD1474T,HD,7,7,KY,14,T,05/20/2019,06/03/2019,01/23/2018,07/26/2018,18,10,01/28/2018,East Coast,116,116,January,Middle,Middle,Middle->Middle,H,"0,168201261173606",1
HD1478A,HD,10,10,WI,5,A,05/21/2019,05/26/2019,,09/06/2018,11,2,08/26/2018,East Coast,33,41,January,Middle,Middle,Middle->Middle,H,"0,040268022815043",1
HD1479A,HD,8,8,NE,6,A,03/25/2019,03/31/2019,03/12/2018,09/02/2018,3,5,03/27/2018,East Coast,36,34,January,Middle,Middle,Middle->Middle,H,"0,042787320693746",1
HD1481A,HD,9,9,NE,7,A,06/02/2019,06/09/2019,04/01/2018,09/16/2018,4,4,03/20/2018,East Coast,45,64,January,Middle,Middle,Middle->Middle,H,"0,085386708828911",1
HD1482A,HD,10,10,WI,17,A,06/11/2019,06/28/2019,06/07/2018,08/07/2018,1,1,06/15/2018,East Coast,14,18,January,Middle,Middle,Middle->Middle,H,"0,023640880862389",1
HD1485T,HD,7,7,RI,8,T,04/13/2019,04/21/2019,,10/01/2018,10,5,09/10/2018,East Coast,43,55,January,Elementary,Middle,Elementary->Middle,H,"0,051545266620307",1
HD1486T,HD,6,6,KY,11,T,05/12/2019,05/23/2019,,09/19/2018,31,7,04/14/2018,East Coast,98,82,January,Middle,Middle,Middle->Middle,H,"0,100906862257598",1
HD1488T,HD,9,10,TN,15,T,04/24/2019,05/09/2019,04/30/2018,08/15/2018,3,1,05/21/2018,East Coast,6,7,January,Middle,Middle,Middle->Middle,H,"0,015527706141256",1
HD148A,HD,9,9,CA,23,A,04/10/2019,05/03/2019,03/12/2018,08/09/2018,4,3,02/25/2018,East Coast,42,49,January,Middle,Middle,Middle->Middle,H,"0,101012649127035",1
HD1492A,HD,7,9,WA,24,A,06/13/2019,07/07/2019,04/03/2018,09/01/2018,9,4,03/20/2018,East Coast,28,32,January,K,High,K->High,H,"0,256609088290913",0
HD1495A,HD,8,9,TX,13,A,06/07/2019,06/20/2019,03/26/2018,08/11/2018,8,2,03/23/2018,East Coast,27,29,January,Middle,High,Middle->High,H,"0,049909791641514",1
HD1497A,HD,10,10,CA,19,A,04/21/2019,05/10/2019,02/28/2018,08/09/2018,2,2,03/20/2018,East Coast,22,23,January,K,Middle,K->Middle,H,"0,040035792902897",1
HD1498A,HD,10,10,IA,10,A,04/15/2019,04/25/2019,04/08/2018,08/05/2018,1,2,04/24/2018,East Coast,14,16,January,High,High,High->High,H,,1
HD1504A,HD,7,7,IN,7,A,02/16/2019,02/23/2019,02/28/2018,08/12/2018,3,3,03/09/2018,East Coast,53,52,January,Middle,Middle,Middle->Middle,H,"0,04609874134194",1
HD1509A,HD,8,8,MO,20,A,06/21/2019,07/11/2019,03/23/2018,08/04/2018,3,4,03/07/2018,East Coast,40,46,January,Middle,Middle,Middle->Middle,H,"0,064325573119565",0
HD150A,HD,10,10,FL,17,A,06/09/2019,06/26/2019,02/01/2018,02/07/2018,19,9,01/06/2018,East Coast,113,107,January,Middle,Middle,Middle->Middle,H,"0,091026063189508",1
HD1511A,HD,8,8,CA,24,A,04/18/2019,05/12/2019,01/21/2018,08/28/2018,3,3,02/10/2018,East Coast,37,38,January,K,Middle,K->Middle,H,"0,112730397922148",1
HD1513A,HD,6,6,MI,10,A,05/05/2019,05/15/2019,05/03/2018,09/19/2018,7,5,02/10/2018,East Coast,42,51,January,Middle,Middle,Middle->Middle,H,"0,049401799212592",1
HD1515T,HD,7,8,OH,9,T,05/14/2019,05/23/2019,,04/29/2018,10,7,03/10/2018,East Coast,89,119,January,Middle,High,Middle->High,H,"0,402516734267962",0
HD1516A,HD,7,7,IL,13,A,05/24/2019,06/06/2019,,10/31/2018,3,8,11/21/2018,East Coast,30,38,January,PK,Middle,PK->Middle,H,"0,05660191798199",1
HD1518A,HD,10,10,TX,16,A,04/09/2019,04/25/2019,04/21/2018,07/20/2018,2,4,03/11/2018,East Coast,39,46,January,PK,High,PK->High,H,"0,066413965021805",1
HD151A,HD,8,9,CA,13,A,05/29/2019,06/11/2019,,10/13/2018,7,2,10/12/2018,East Coast,17,19,January,Middle,Middle,Middle->Middle,H,"0,025687532941933",0
HD1520A,HD,8,8,WA,13,A,06/19/2019,07/02/2019,,08/24/2018,6,1,08/24/2018,East Coast,7,8,January,Middle,Middle,Middle->Middle,H,"0,009918326147564",0
HD1522A,HD,8,8,CA,20,A,03/14/2019,04/03/2019,05/27/2018,09/28/2018,1,5,05/21/2018,East Coast,51,53,January,Middle,High,Middle->High,H,"0,112901290436701",1
HD1523A,HD,9,9,CA,14,A,04/19/2019,05/03/2019,02/11/2018,09/10/2018,3,1,03/06/2018,East Coast,7,7,January,K,Middle,K->Middle,H,"0,028089651831322",0
HD1526A,HD,8,8,LA,9,A,04/28/2019,05/07/2019,04/06/2018,08/19/2018,8,2,04/01/2018,East Coast,42,40,January,K,Middle,K->Middle,H,,0
HD1528A,HD,9,9,ME,8,A,05/02/2019,05/10/2019,04/01/2018,09/06/2018,7,3,04/03/2018,East Coast,44,49,January,Middle,Middle,Middle->Middle,H,"0,054470363805599",1
HD1531A,HD,7,,NV,10,A,05/12/2019,05/22/2019,01/31/2018,08/11/2018,8,6,01/17/2018,East Coast,48,51,January,PK,Middle,PK->Middle,H,"0,074923002504706",1
HD1532A,HD,7,8,OR,20,A,06/16/2019,07/06/2019,03/11/2018,09/25/2018,2,1,03/08/2018,East Coast,16,18,January,Middle,Middle,Middle->Middle,H,"0,023759627319021",1
HD1533A,HD,6,6,WI,9,A,05/09/2019,05/18/2019,04/02/2018,09/26/2018,9,8,05/02/2018,East Coast,100,83,January,PK,High,PK->High,H,"0,079329782073534",1
HD1535A,HD,9,9,CA,20,A,04/28/2019,05/18/2019,02/15/2018,08/26/2018,6,3,02/02/2018,East Coast,20,27,January,K,Middle,K->Middle,H,"0,129905210957866",1
HD1536T,HD,7,8,FL,13,T,06/18/2019,07/01/2019,,08/03/2018,8,2,08/04/2018,East Coast,16,19,January,Middle,Middle,Middle->Middle,H,"0,022295660315664",1
HD1537A,HD,6,6,CA,27,A,06/20/2019,07/17/2019,,10/12/2018,0,1,10/03/2018,East Coast,14,14,January,K,Middle,K->Middle,H,"0,023004486371295",1
HD1538T,HD,7,7,MI,12,T,04/15/2019,04/27/2019,04/08/2018,09/04/2018,7,8,05/05/2018,East Coast,105,91,January,Middle,Middle,Middle->Middle,H,"0,209256879535821",1
HD153A,HD,10,10,IN,6,A,04/24/2019,04/30/2019,03/04/2018,08/28/2018,3,3,01/14/2018,East Coast,52,56,January,Middle,High,Middle->High,H,"0,076373879284362",1
HD1543A,HD,9,10,CA,25,A,04/06/2019,05/01/2019,,08/21/2018,4,1,08/24/2018,East Coast,9,10,January,Elementary,Middle,Elementary->Middle,H,"0,034356852275826",1
HD1545A,HD,8,10,CA,21,A,04/21/2019,05/12/2019,04/02/2018,09/06/2018,1,1,03/28/2018,East Coast,9,11,January,K,High,K->High,H,"0,050512780376006",0
HD1546A,HD,9,9,OR,20,A,06/18/2019,07/08/2019,,09/17/2018,0,1,08/24/2018,East Coast,16,19,January,PK,Middle,PK->Middle,H,"0,050732178195577",0
HD1548A,HD,8,8,MN,14,A,03/23/2019,04/06/2019,04/23/2018,09/07/2018,7,5,04/19/2018,East Coast,49,53,January,Middle,Middle,Middle->Middle,H,"0,136238108138803",1
HD154A,HD,9,10,IN,8,A,05/31/2019,06/08/2019,05/12/2018,08/01/2018,11,1,05/26/2018,East Coast,11,12,January,Middle,Middle,Middle->Middle,H,"0,013896616353842",0
HD1550T,HD,8,8,FL,10,T,05/06/2019,05/16/2019,03/20/2018,08/25/2018,5,2,03/04/2018,East Coast,23,25,January,K,Middle,K->Middle,H,"0,032941629103793",0
HD1551A,HD,7,9,IL,15,A,05/30/2019,06/14/2019,,09/02/2018,8,1,09/08/2018,East Coast,12,11,January,Middle,Middle,Middle->Middle,H,"0,020534415935334",0
HD1552A,HD,10,11,MS,12,A,05/28/2019,06/09/2019,03/01/2018,08/20/2018,3,1,02/16/2018,East Coast,16,16,January,Middle,Middle,Middle->Middle,H,"0,020488535162613",1
HD1553A,HD,9,10,IA,14,A,03/15/2019,03/29/2019,03/26/2018,08/31/2018,4,2,03/14/2018,East Coast,21,31,January,PK,High,PK->High,H,"0,056667007362695",0
HD1556A,HD,6,7,WI,15,A,05/31/2019,06/15/2019,01/27/2018,08/03/2018,1,7,12/15/2017,East Coast,42,52,January,Middle,Middle,Middle->Middle,H,"0,048081238309132",0
HD1558A,HD,9,9,CA,12,A,04/11/2019,04/23/2019,02/22/2018,09/24/2018,3,1,02/26/2018,East Coast,8,8,January,K,Middle,K->Middle,H,"0,027246683557165",0
HD1561A,HD,5,6,ND,12,A,06/03/2019,06/15/2019,02/11/2018,08/12/2018,1,2,02/05/2018,East Coast,21,19,January,Middle,Middle,Middle->Middle,H,"0,023381415674321",0
HD1562T,HD,6,6,MA,13,T,03/04/2019,03/17/2019,03/29/2018,08/31/2018,21,9,04/03/2018,East Coast,85,110,January,High,High,High->High,H,"0,201869831201653",1
HD1563A,HD,9,9,WA,15,A,06/22/2019,07/07/2019,,08/15/2018,8,1,08/23/2018,East Coast,7,7,January,Middle,Middle,Middle->Middle,H,"0,010589005396058",0
HD1564A,HD,6,6,IL,13,A,05/29/2019,06/11/2019,,08/08/2018,4,3,06/18/2018,East Coast,29,31,January,Middle,Middle,Middle->Middle,H,"0,070625517421748",1
HD1568A,HD,10,10,CA,22,A,04/07/2019,04/29/2019,05/01/2018,08/21/2018,4,2,05/10/2018,East Coast,25,28,January,K,Middle,K->Middle,H,"0,028103747198605",1
HD1569A,HD,,,WA,18,A,06/26/2019,07/14/2019,04/22/2018,08/31/2018,5,3,03/19/2018,East Coast,57,55,January,Middle,Middle,Middle->Middle,H,"0,134904814828061",1
HD156A,HD,10,10,MN,13,A,04/07/2019,04/20/2019,05/03/2018,08/16/2018,0,2,04/28/2018,East Coast,34,40,January,K,Middle,K->Middle,H,"0,114005570331822",1
HD1570A,HD,9,9,WI,6,A,05/21/2019,05/27/2019,,09/12/2018,11,2,08/28/2018,East Coast,35,34,January,Middle,Middle,Middle->Middle,H,"0,040503803695275",1
HD1571A,HD,9,10,CA,14,A,03/25/2019,04/08/2019,03/08/2018,08/18/2018,1,2,02/18/2018,East Coast,15,16,January,PK,Middle,PK->Middle,H,"0,100703970433364",0
HD1572A,HD,8,10,CO,12,A,06/06/2019,06/18/2019,,09/05/2018,2,2,09/04/2018,East Coast,19,19,January,K,Middle,K->Middle,H,"0,078974862785174",0
HD1573A,HD,10,10,TX,9,A,06/04/2019,06/13/2019,03/15/2018,08/24/2018,1,1,02/05/2018,East Coast,7,10,January,Middle,Middle,Middle->Middle,H,"0,011145634302345",1
HD1578A,HD,10,,AZ,14,A,06/02/2019,06/16/2019,02/12/2018,07/28/2018,1,1,03/01/2018,East Coast,3,4,January,Middle,Middle,Middle->Middle,H,"0,030403966069338",1
HD1579A,HD,10,10,OK,17,A,05/31/2019,06/17/2019,01/25/2018,08/29/2018,5,2,01/29/2018,East Coast,14,20,January,High,High,High->High,H,"0,022427947108737",0
HD1580A,HD,6,7,CO,11,A,03/16/2019,03/27/2019,04/26/2018,09/01/2018,0,1,04/11/2018,East Coast,6,9,January,PK,High,PK->High,H,"0,01846379898467",0
HD1584A,HD,5,6,IA,10,A,04/15/2019,04/25/2019,02/28/2018,09/18/2018,1,1,02/02/2018,East Coast,18,17,January,Middle,High,Middle->High,H,"0,039494237370667",0
HD1585A,HD,12,13,NV,19,A,03/29/2019,04/17/2019,12/27/2017,08/04/2018,6,3,12/10/2017,East Coast,34,34,January,High,High,High->High,H,"0,031536978583397",1
HD1586A,HD,7,7,CA,10,A,04/07/2019,04/17/2019,,08/03/2018,6,2,08/26/2018,East Coast,22,21,January,Middle,Middle,Middle->Middle,H,"0,035193687227828",0
HD1588A,HD,,,IL,6,A,05/28/2019,06/03/2019,03/17/2018,08/18/2018,7,4,02/18/2018,East Coast,58,63,January,Middle,Middle,Middle->Middle,H,"0,098770448588896",1
HD1592T,HD,9,9,ME,13,T,06/09/2019,06/22/2019,,10/31/2018,6,4,10/12/2018,East Coast,70,68,January,Elementary,Middle,Elementary->Middle,H,"0,087907337210973",1
HD1597T,HD,6,6,GA,12,T,04/05/2019,04/17/2019,02/07/2018,07/30/2018,8,2,01/20/2018,East Coast,18,20,January,Middle,Middle,Middle->Middle,H,"0,019058817290127",0
HD1602T,HD,9,9,OH,9,T,05/08/2019,05/17/2019,02/18/2018,09/12/2018,2,6,03/03/2018,East Coast,66,79,January,Middle,High,Middle->High,H,"0,15216203177457",1
HD1604T,HD,6,,WI,11,T,06/02/2019,06/13/2019,,11/08/2018,2,5,06/26/2018,East Coast,35,42,January,Middle,Middle,Middle->Middle,H,"0,097310866537435",1
HD1607A,HD,10,10,TX,17,A,06/06/2019,06/23/2019,02/08/2018,07/27/2018,8,4,01/21/2018,East Coast,74,62,January,Middle,Middle,Middle->Middle,H,"0,154722275951933",1
HD1609A,HD,10,10,FL,15,A,02/24/2019,03/11/2019,01/29/2018,08/07/2018,0,6,01/19/2018,East Coast,79,86,January,PK,High,PK->High,H,"0,08845750452735",1
HD1610A,HD,6,6,CA,19,A,04/19/2019,05/08/2019,04/14/2018,08/25/2018,1,2,04/02/2018,East Coast,12,19,January,K,Middle,K->Middle,H,"0,051077521120504",0
HD1613A,HD,5,6,CA,11,A,04/29/2019,05/10/2019,03/08/2018,08/25/2018,6,2,03/30/2018,East Coast,6,9,January,Middle,Middle,Middle->Middle,H,"0,008608733313248",0
HD1615A,HD,10,10,CA,21,A,05/02/2019,05/23/2019,03/19/2018,03/29/2018,0,2,03/26/2018,East Coast,34,38,January,K,Middle,K->Middle,H,"0,142684077047575",1
HD1617T,HD,10,10,KY,13,T,03/02/2019,03/15/2019,04/22/2018,08/09/2018,8,4,04/19/2018,East Coast,63,54,January,Middle,Middle,Middle->Middle,H,"0,0776821490044",1
HD1619A,HD,10,11,WA,17,A,06/26/2019,07/13/2019,03/11/2018,09/06/2018,0,1,03/01/2018,East Coast,7,8,January,Middle,High,Middle->High,H,"0,014396965146727",1
HD1623A,HD,7,7,MO,10,A,06/10/2019,06/20/2019,,08/31/2018,2,1,08/23/2018,East Coast,11,12,January,Middle,Middle,Middle->Middle,H,"0,012509314139846",1
HD1625A,HD,3,4,CA,22,A,03/23/2019,04/14/2019,05/04/2018,08/21/2018,5,1,05/03/2018,East Coast,14,13,January,K,Middle,K->Middle,H,"0,018935577372459",0
HD1626A,HD,7,7,IA,7,A,04/17/2019,04/24/2019,05/08/2018,08/04/2018,1,2,03/27/2018,East Coast,12,16,January,High,High,High->High,H,,1
HD1630A,HD,7,9,OK,11,A,06/06/2019,06/17/2019,,08/10/2018,3,1,07/19/2018,East Coast,13,11,January,Middle,Middle,Middle->Middle,H,"0,033535468628581",0
HD1631A,HD,,,CA,21,A,06/09/2019,06/30/2019,06/03/2018,11/20/2018,1,1,05/16/2018,East Coast,5,6,January,Middle,Middle,Middle->Middle,H,"0,003473494138154",1
HD1632A,HD,9,13,KS,19,A,05/29/2019,06/17/2019,01/27/2018,09/05/2018,1,2,01/27/2018,East Coast,39,36,January,Middle,High,Middle->High,H,"0,242635145945011",0
HD1633T,HD,7,7,MI,17,T,06/14/2019,07/01/2019,02/10/2018,08/04/2018,8,2,02/18/2018,East Coast,37,41,January,Middle,Middle,Middle->Middle,H,"0,088097552965715",1
HD1634T,HD,8,10,IN,13,T,04/28/2019,05/11/2019,,08/20/2018,2,1,08/07/2018,East Coast,21,25,January,Middle,High,Middle->High,H,"0,059594773718361",0
HD1637A,HD,12,13,TX,8,A,05/13/2019,05/21/2019,04/25/2018,04/23/2018,4,1,04/21/2018,East Coast,9,9,January,High,High,High->High,H,"0,006446527469552",0
HD1639A,HD,,,TX,19,A,03/16/2019,04/04/2019,03/02/2018,08/07/2018,13,4,02/05/2018,East Coast,48,51,January,Middle,Middle,Middle->Middle,H,"0,062571592444994",1
HD1641A,HD,6,9,WA,18,A,06/20/2019,07/08/2019,04/22/2018,09/15/2018,2,1,02/06/2018,East Coast,4,5,January,K,Elementary,K->Elementary,H,"0,005679593657334",0
HD1643A,HD,10,10,WI,10,A,02/25/2019,03/07/2019,03/15/2018,09/02/2018,8,4,04/10/2018,East Coast,69,63,January,Middle,High,Middle->High,H,"0,07166566142105",1
HD1644T,HD,8,8,MI,19,T,02/14/2019,03/05/2019,03/24/2018,09/29/2018,6,11,02/03/2018,East Coast,188,179,January,Middle,Middle,Middle->Middle,H,"0,2568528972115",1
HD1647A,HD,9,10,NE,15,A,06/20/2019,07/05/2019,03/27/2018,08/05/2018,1,1,03/17/2018,East Coast,17,19,January,Middle,High,Middle->High,H,"0,043801505568472",0
HD1648A,HD,8,8,CA,12,A,04/29/2019,05/11/2019,,09/23/2018,3,2,08/30/2018,East Coast,33,42,January,Middle,Middle,Middle->Middle,H,"0,054350895931273",0
HD1650A,HD,8,8,CA,17,A,05/13/2019,05/30/2019,03/02/2018,08/06/2018,0,4,02/26/2018,East Coast,43,42,January,K,Middle,K->Middle,H,"0,112288274083061",1
HD1654T,HD,9,10,FL,14,T,03/17/2019,03/31/2019,06/01/2018,05/24/2018,5,4,05/20/2018,East Coast,22,25,January,Middle,Middle,Middle->Middle,H,"0,021100473812424",1
HD1655A,HD,9,9,TX,16,A,06/01/2019,06/17/2019,05/06/2018,08/22/2018,12,2,05/02/2018,East Coast,33,34,January,Elementary,Middle,Elementary->Middle,H,"0,045009182124946",0
HD1656A,HD,,,TX,18,A,06/01/2019,06/19/2019,04/15/2018,08/26/2018,11,3,03/19/2018,East Coast,22,30,January,Middle,Middle,Middle->Middle,H,"0,05571539059092",0
HD1658T,HD,6,6,GA,23,T,05/04/2019,05/27/2019,,07/14/2018,4,5,04/27/2018,East Coast,54,58,January,Middle,Middle,Middle->Middle,H,"0,060358052919498",1
HD165A,HD,9,9,TX,14,A,06/10/2019,06/24/2019,04/10/2018,08/11/2018,11,1,03/29/2018,East Coast,7,9,January,Middle,Middle,Middle->Middle,H,"0,010476481852785",0
HD1663A,HD,8,9,OK,9,A,06/02/2019,06/11/2019,04/15/2018,09/01/2018,0,2,04/11/2018,East Coast,15,20,January,Middle,Middle,Middle->Middle,H,"0,032564309650094",0
HD1667A,HD,6,6,FL,18,A,05/05/2019,05/23/2019,02/20/2018,06/14/2018,9,3,01/26/2018,East Coast,48,43,January,K,Elementary,K->Elementary,H,"0,092807875695777",1
HD1668A,HD,9,9,MO,12,A,05/31/2019,06/12/2019,04/26/2018,05/12/2018,7,3,04/22/2018,East Coast,19,25,January,Middle,Middle,Middle->Middle,H,"0,063028666734394",1
HD1675A,HD,7,7,MI,5,A,05/27/2019,06/01/2019,07/02/2018,08/24/2018,4,3,06/07/2018,East Coast,36,36,January,Middle,Middle,Middle->Middle,H,"0,039525137572752",1
HD1677A,HD,9,9,CA,16,A,04/16/2019,05/02/2019,,09/22/2018,10,3,08/31/2018,East Coast,51,46,January,Middle,Middle,Middle->Middle,H,"0,083446889924966",1
HD1678A,HD,9,9,IL,7,A,05/10/2019,05/17/2019,,,4,3,05/06/2018,East Coast,25,30,January,K,Middle,K->Middle,H,"0,082595276680736",1
HD167T,HD,8,8,IL,8,T,06/06/2019,06/14/2019,,09/12/2018,3,2,08/26/2018,East Coast,20,19,January,K,Middle,K->Middle,H,"0,024897775411358",1
HD1680A,HD,,,CA,28,A,04/05/2019,05/03/2019,05/19/2018,08/27/2018,3,1,05/19/2018,East Coast,12,14,January,K,Middle,K->Middle,H,"0,025929296988775",0
HD1681T,HD,9,9,OH,16,T,03/22/2019,04/07/2019,04/01/2018,08/10/2018,6,4,02/02/2018,East Coast,54,66,January,Middle,Middle,Middle->Middle,H,"0,152231119202839",1
HD1685T,HD,7,7,MI,12,T,04/12/2019,04/24/2019,02/11/2018,09/19/2018,4,9,01/07/2018,East Coast,100,117,January,Middle,High,Middle->High,H,"0,143002819676191",1
HD1686A,HD,10,10,NM,7,A,05/04/2019,05/11/2019,02/27/2018,09/29/2018,11,1,01/27/2018,East Coast,5,7,January,Middle,Middle,Middle->Middle,H,"0,007866937882234",1
HD1688A,HD,5,5,TX,15,A,03/12/2019,03/27/2019,02/18/2018,08/22/2018,6,4,02/10/2018,East Coast,46,41,January,K,Elementary,K->Elementary,H,"0,049733706065548",1
HD1693A,HD,7,9,TX,7,A,05/26/2019,06/02/2019,,02/03/2019,0,1,02/28/2019,East Coast,8,8,January,PK,Middle,PK->Middle,H,"0,055324223385315",0
HD1694A,HD,10,10,WA,22,A,06/30/2019,07/22/2019,,09/03/2018,19,3,08/17/2018,East Coast,21,27,January,Middle,Middle,Middle->Middle,H,"0,028767289289503",1
HD1696A,HD,10,,FL,16,A,03/07/2019,03/23/2019,04/04/2018,09/15/2018,1,1,04/10/2018,East Coast,5,7,January,Elementary,High,Elementary->High,H,"0,002848949864415",0
HD1703A,HD,7,7,CA,11,A,04/11/2019,04/22/2019,03/09/2018,08/26/2018,1,6,03/17/2018,East Coast,72,70,January,PK,Middle,PK->Middle,H,"0,111756916869925",1
HD1705A,HD,7,7,TX,11,A,06/04/2019,06/15/2019,04/21/2018,09/03/2018,6,1,05/13/2018,East Coast,12,13,January,Middle,Middle,Middle->Middle,H,"0,03770252347207",1
HD1706T,HD,10,10,MI,17,T,06/17/2019,07/04/2019,03/15/2018,08/23/2018,7,2,03/02/2018,East Coast,25,31,January,Middle,Middle,Middle->Middle,H,"0,095986515477973",1
HD1707A,HD,8,8,FL,11,A,03/24/2019,04/04/2019,01/30/2018,08/16/2018,16,5,01/05/2018,East Coast,51,64,January,Middle,Middle,Middle->Middle,H,,1
HD1708A,HD,8,8,CA,29,A,04/15/2019,05/14/2019,03/21/2018,09/19/2018,11,4,03/11/2018,East Coast,25,31,January,Middle,Middle,Middle->Middle,H,"0,041559926476386",1
HD1709A,HD,6,7,KS,9,A,06/01/2019,06/10/2019,05/22/2018,08/25/2018,1,1,05/14/2018,East Coast,18,18,January,Middle,Middle,Middle->Middle,H,"0,03155655093196",1
HD170A,HD,7,7,TX,28,A,04/07/2019,05/05/2019,01/04/2018,08/02/2018,1,5,01/07/2018,East Coast,25,35,January,PK,Middle,PK->Middle,H,"0,073902631023727",1
HD1710A,HD,7,8,NE,5,A,03/13/2019,03/18/2019,02/15/2018,08/27/2018,2,1,02/16/2018,East Coast,14,13,January,Elementary,Middle,Elementary->Middle,H,"0,022068579972795",0
HD1711T,HD,10,10,MS,15,T,03/05/2019,03/20/2019,03/06/2018,09/02/2018,0,3,04/03/2018,East Coast,36,36,January,PK,High,PK->High,H,"0,106982333216886",1
HD1714A,HD,9,9,TN,7,A,05/12/2019,05/19/2019,03/09/2018,08/16/2018,7,8,02/22/2018,East Coast,67,79,January,PK,Middle,PK->Middle,H,"0,078342490750737",1
HD1716A,HD,5,7,CO,13,A,03/21/2019,04/03/2019,04/10/2018,09/17/2018,9,2,04/07/2018,East Coast,21,24,January,Middle,Middle,Middle->Middle,H,"0,080414934033847",1
HD1718A,HD,8,8,CA,10,A,03/07/2019,03/17/2019,03/15/2018,09/08/2018,3,1,03/14/2018,East Coast,14,14,January,Middle,Middle,Middle->Middle,H,"0,025296431669517",1
HD171A,HD,3,3,CA,20,A,05/26/2019,06/15/2019,05/18/2018,10/10/2018,5,2,06/02/2018,East Coast,18,19,January,K,Middle,K->Middle,H,"0,026624254042336",0
HD1721A,HD,9,10,CA,12,A,04/28/2019,05/10/2019,01/14/2018,02/09/2018,7,2,01/27/2018,East Coast,31,38,January,K,Middle,K->Middle,H,"0,107482887978619",1
HD1726A,HD,6,7,TX,13,A,06/06/2019,06/19/2019,,12/05/2018,8,4,11/02/2018,East Coast,13,16,January,Middle,Middle,Middle->Middle,H,"0,015077423518987",1
HD1727A,HD,7,7,TX,11,A,06/11/2019,06/22/2019,05/05/2018,08/15/2018,13,3,04/26/2018,East Coast,28,28,January,Middle,Middle,Middle->Middle,H,"0,021929759025052",1
HD1729T,HD,,,OH,24,T,05/04/2019,05/28/2019,03/23/2018,08/18/2018,0,4,03/04/2018,East Coast,36,50,January,High,High,High->High,H,"0,129886638263538",1
HD1733A,HD,10,10,CA,23,A,04/17/2019,05/10/2019,04/09/2018,04/10/2018,20,3,03/26/2018,East Coast,24,31,January,Middle,Middle,Middle->Middle,H,"0,055575266620892",1
HD1737A,HD,8,10,TX,14,A,03/06/2019,03/20/2019,03/18/2018,10/08/2018,4,1,03/19/2018,East Coast,5,6,January,Middle,Middle,Middle->Middle,H,"0,004892683166896",1
HD1738T,HD,6,7,OH,19,T,06/04/2019,06/23/2019,,07/27/2018,11,4,08/22/2018,East Coast,30,31,January,Middle,Middle,Middle->Middle,H,"0,055475730782268",0
HD173A,HD,6,6,NM,26,A,03/09/2019,04/04/2019,03/29/2018,08/16/2018,5,1,03/30/2018,East Coast,12,16,January,Middle,Middle,Middle->Middle,H,"0,017887324887347",1
HD1743A,HD,8,8,WI,10,A,06/18/2019,06/28/2019,02/12/2018,08/22/2018,2,1,01/01/2018,East Coast,11,11,January,Middle,Middle,Middle->Middle,H,"0,013736563361028",1
HD1744A,HD,10,10,CA,17,A,05/16/2019,06/02/2019,,08/07/2018,2,2,08/21/2018,East Coast,24,27,January,Elementary,Middle,Elementary->Middle,H,"0,08065253534048",1
HD1746T,HD,7,9,MI,21,T,05/24/2019,06/14/2019,04/22/2018,08/08/2018,4,2,03/05/2018,East Coast,22,29,January,Elementary,Middle,Elementary->Middle,H,"0,114301813479479",0
HD1748A,HD,6,8,UT,12,A,06/10/2019,06/22/2019,05/18/2018,08/05/2018,4,1,05/07/2018,East Coast,3,4,January,Middle,High,Middle->High,H,"0,002965059639595",1
HD1749A,HD,8,8,CO,24,A,05/31/2019,06/24/2019,05/07/2018,09/02/2018,0,1,04/21/2018,East Coast,7,10,January,Middle,Middle,Middle->Middle,H,"0,009600695855378",1
HD174T,HD,7,7,CT,13,T,05/04/2019,05/17/2019,04/23/2018,07/29/2018,19,15,05/14/2018,East Coast,224,254,January,Middle,Middle,Middle->Middle,H,"0,319480247691182",1
HD1751A,HD,10,10,TX,12,A,03/05/2019,03/17/2019,03/24/2018,08/13/2018,3,1,03/10/2018,East Coast,7,10,January,Middle,Middle,Middle->Middle,H,"0,008570685050295",1
