ID_FINANCE,Deposit_Date,Special_Pay,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX
FR677,10/28/2018,FR,2009,22,18,"0,569159789527491","0,102800833207954",0,2112,"0,951187232136887",4
FR698,10/15/2018,FR,2065,16,3,"0,742721193306025","0,157976164158093",0,2093,"0,89627130541802",2
FR711,11/01/2018,FR,2018,24,3,"0,618835562786947","0,319792190493947",0,1993,"0,888637859112868",3
FR717,11/08/2018,FR,1624,7,5,"0,299237819091281","0,122451151887515",0,1374,"0,856835090597119",3
FR728,09/22/2018,FR,1606,14,2,"0,572781123857921","0,238147720050211",0,1443,"0,921253502855202",2
FR735,10/05/2018,FR,1997,15,5,"0,485327971059518","0,612072533156222",0,2236,"0,932690572671158",3
FR739,10/04/2018,FR,1107,34,11,"0,698220882468748","0,339453436045595",0,1162,"0,945021555229536",4
FR756,11/16/2018,FR,342,70,16,"0,55569064395894","0,190568133560259",0,328,"0,857792737025239",15
FR765,10/06/2018,FR,2192,21,3,"0,419860084583313","0,080301793764561",1,2506,"0,905215547360213",3
FR769,03/19/2019,FR,545,0,0,0,0,0,608,"0,948609858766491",2
FR77,10/11/2018,FR,1943,4,14,"0,495608043293381",0,0,1818,"0,932767434429144",1
FR774,10/20/2018,FR,642,110,20,"0,372053982503466","0,127193141800767",1,597,"0,885159790251641",28
FR778,10/23/2018,FR,1680,18,0,"0,641743173458337","0,188204177713565",0,1767,"0,892476792930503",3
FR780,10/15/2018,FR,1610,11,1,"0,607703233708991","0,190042702747044",0,1615,"0,991978344581254",1
FR784,11/05/2018,FR,1355,9,0,"0,53549999725229","0,520024554133114",0,1446,"0,955582732810976",1
FR790,06/06/2018,FR,3006,11,9,"0,278899648369385","0,156056308342378",0,2934,"0,997327392013541",1
FR792,10/19/2018,FR,758,129,6,"0,640005270388837","0,18346781432229",1,790,"0,884470393002662",21
FR801,10/22/2018,FR,1444,34,2,"0,805386261539064","0,196269346964697",0,1280,"0,897512947438463",4
FR81,12/18/2018,FR,970,79,10,"0,492636974983122","0,206812613084965",1,1022,"0,923197003298454",16
FR826,11/01/2018,FR,2580,17,4,"0,244905558598505","0,077318351994076",0,2640,"0,932855816109743",4
FR833,10/12/2018,FR,1792,68,15,"0,380567309401948","0,324928783360863",0,1843,"0,889395362415458",24
FR864,10/22/2018,FR,1832,16,4,"0,770982274587908","0,315596748151687",0,1593,"0,947440257414296",2
FR868,10/23/2018,FR,909,23,5,"0,546452499542796","0,222474916502975",0,919,"0,903897110529688",4
FR87,10/09/2018,FR,1394,9,4,"0,274628454519527","0,328965380467149",0,1429,"0,924371882725168",3
FR885,10/30/2018,FR,1095,37,1,"0,558083244648717","0,179633780593842",1,1123,"0,891350737766753",6
FR89,10/13/2018,FR,643,13,4,"0,362813217681542","0,198800346177547",1,629,"0,946223864418291",1
FR893,10/20/2018,FR,1689,20,5,"0,486676627000058","0,123977216064979",0,1537,"0,949060889236757",3
FR894,10/20/2018,FR,1495,24,0,"0,789826722852624","0,30062387311305",0,1347,"0,945885692160636",2
FR902,11/22/2018,FR,801,9,2,"0,467947350386556","0,137823246217838",0,781,"0,921970807939827",1
FR938,09/12/2018,FR,1708,5,8,"0,236024325662066","0,365752558206787",0,1777,"0,811462282271324",6
FR945,10/18/2018,FR,1443,15,2,"0,784679051192148","0,461648013762236",0,1535,"0,921315392196297",1
FR962,11/21/2018,FR,930,22,2,"0,450083340257918","0,102609985775585",0,943,"0,885800943353785",4
FR968,10/17/2018,FR,374,19,1,"0,222877632330874","0,29999711803011",1,397,"0,917683003276017",3
FR974,10/23/2018,FR,1801,6,1,"0,369355765225996","0,085630756885421",0,1773,"0,909045508759201",2
FR975,10/23/2018,FR,1098,21,0,"0,669563146435334","0,212596465476355",1,1012,"0,813297091697357",7
FR977,12/13/2018,FR,1873,2,6,"0,504822091736996",0,0,2100,"0,761751909212132",1
FR980,11/02/2018,FR,1436,27,3,"0,540444029133771","0,336457695977267",1,1345,"0,888252220521961",5
FR987,10/27/2018,FR,2590,22,3,"0,513933920357225","0,337570597492114",0,2480,"0,932393928748724",3
FR990,10/25/2018,FR,1694,8,2,"0,492206257162691","0,307801072620254",0,1608,"0,850307107175992",2
NA1000,10/07/2018,NA,1047,6,2,"0,330384856633503","0,434809734992053",0,1080,"0,883965173706063",2
NA1001,09/29/2018,NA,1053,47,1,"0,538427387669813","0,10081984730887",1,980,"0,969502836569957",4
NA1002,10/14/2018,NA,1458,36,2,"0,844098965359662","0,339628297446816",0,1535,"0,902901999738532",3
NA1003,10/17/2018,NA,2330,1,2,"0,250372599630316","0,241843525063978",0,2382,"0,82052460272212",1
NA1004,10/21/2018,NA,2027,12,7,"0,836508870392374","0,558478478307766",0,2203,"0,971857053215246",1
NA1006,10/06/2018,NA,2379,5,2,"0,202622843965116","0,043867141403436",0,2585,"0,926758052854027",2
NA1007,10/07/2018,NA,1782,19,3,"0,567075574995575","0,381432372081789",0,1903,"0,833973729702799",6
NA1009,11/05/2018,NA,2733,5,0,"0,626364073058689","0,232191993719334",0,2574,"0,873342238722603",1
NA101,10/28/2018,NA,1671,9,5,"1,00703987454862","0,506851219014386",0,1743,"0,863139898598385",1
NA1010,11/01/2018,NA,1594,4,2,"0,985322162174871",0,0,1805,"0,636803285492435",2
NA1011,10/20/2018,NA,1174,6,2,"0,666922021219751","0,261712791415816",0,1316,"0,931510148972007",1
NA1012,09/23/2018,NA,1724,5,2,"0,512259660892841","0,094349788784998",0,1778,"0,882660846194685",1
NA1013,09/19/2018,NA,1485,11,1,"0,889171995549152","0,62846378496745",0,1702,"0,918461093031125",1
NA1015,10/25/2018,NA,1759,38,4,"0,858368873043648","0,145021231463103",0,1826,"0,891279042143383",8
NA1016,10/11/2018,NA,2165,8,3,"0,247461571322293","0,097408258956192",0,2215,"0,894882928211548",3
NA1017,09/26/2018,NA,1083,70,6,"0,741607113438454","0,230078618755762",0,1095,"0,929802135829826",10
NA1018,10/22/2018,NA,1967,26,0,"0,705796992686057","0,36044429381465",0,2110,"0,936725157316153",4
NA102,11/04/2018,NA,1660,23,12,"0,710236812276494","0,17560405233959",0,1650,"0,96663147835526",2
NA1020,10/03/2018,NA,2319,4,0,"0,515792744807602","0,667485342672829",0,2419,"0,815975639053825",2
NA1022,11/10/2018,NA,1759,25,7,"0,639015765295816","0,267539357653621",0,1861,"0,947975648492232",4
NA1024,09/27/2018,NA,2241,10,0,"0,715555922870614","0,414235530627793",0,2006,"0,909799950800541",1
NA1025,10/26/2018,NA,537,21,3,"0,469713582814609","0,177038670724101",0,525,"0,938207034390812",3
NA1026,10/30/2018,NA,2009,27,5,"0,805169749213963","0,281323889197339",0,1816,"0,955129980304841",2
NA1028,10/31/2018,NA,708,25,2,"0,58831015351674","0,226579107968375",0,716,"0,933627178737837",5
NA1029,09/19/2018,NA,1657,34,6,"0,717598365092687","0,23252575533501",0,1668,"0,886275784054333",4
NA103,11/05/2018,NA,2637,11,13,"0,684301610140766","0,19527146700623",0,2289,"0,876401753598711",2
NA1030,10/20/2018,NA,1489,26,2,"0,653208044749877","0,394139877492429",0,1523,"0,928487452068696",3
NA1031,09/28/2018,NA,2071,45,14,"0,641689669043002","0,014842734619685",0,2045,"0,795674098515563",11
NA1033,10/21/2018,NA,1380,26,5,"0,824400963897389","0,36823561274451",0,1511,"0,914058519282084",2
NA1034,11/05/2018,NA,1734,1,2,"0,237726190588246",0,0,1555,"0,789802817070779",1
NA1036,10/25/2018,NA,1468,14,2,"0,780245791359892","0,333063859857935",0,1314,"0,944549142828077",2
NA1037,10/31/2018,NA,1755,9,6,"1,01629680434256","0,458645469289175",0,1750,"0,894175498026782",1
NA1038,11/12/2018,NA,1838,5,6,"0,696347327828941",0,0,1754,"0,880306033436837",1
NA1039,11/22/2018,NA,2208,18,5,"0,603202827189315","0,156938434717509",0,2037,"0,88794120287581",4
NA104,10/29/2018,NA,2540,12,6,"0,738740730146587","0,256626111960184",0,2513,"0,932148814432105",2
NA1041,10/26/2018,NA,1238,10,1,"0,650674333949021","0,450473011098741",0,1231,"0,98182762976813",1
NA1042,11/03/2018,NA,743,43,7,"0,560778937179328","0,222846577258082",0,717,"0,939508316367431",7
NA1043,11/07/2018,NA,1294,14,2,"0,897860159022627","0,291606479067765",0,1375,"0,884347630440768",2
NA1045,11/18/2018,NA,2319,20,3,"0,841140116338909","0,295511006630179",0,2255,"0,869974523734665",4
NA1046,10/13/2018,NA,2066,5,3,"0,728253524472084","0,675287447011193",0,1833,"0,754098006129114",2
NA1047,10/06/2018,NA,2011,4,2,"0,48608666407326","0,236153150383926",1,2137,"0,863714851767507",1
NA1048,10/31/2018,NA,2110,4,2,"1,00081344290628","0,257140600175521",0,2037,"0,820996278545847",1
NA1049,11/03/2018,NA,1303,7,6,"0,627814930926428","0,274787979237546",0,1317,"0,880208082323662",2
NA105,11/18/2018,NA,1563,12,1,"0,698972561024185","0,58973565012853",0,1580,"0,902966180317428",1
NA1050,10/01/2018,NA,1760,25,11,"0,768886446841909","0,173865911662917",0,1711,"0,930600450211142",2
NA1052,09/26/2018,NA,2295,7,1,"0,27180539368194","0,239968081015325",1,2054,"0,94965565070582",1
NA1053,12/01/2018,NA,2099,1,5,"0,074106920858264",0,0,1874,"0,913723396022961",1
NA1054,10/19/2018,NA,591,55,2,"0,533814299246994","0,248900416463629",1,541,"0,941154933200965",3
NA1057,11/15/2018,NA,2234,10,2,"0,732357392246048","0,50076219035759",0,2389,"0,936692388291797",1
NA1058,11/02/2018,NA,2235,9,3,"0,502496278546542","0,292952519657909",0,2083,"0,934781565817972",1
NA1059,11/08/2018,NA,1740,21,4,"0,612794290468529","0,369459397141492",0,1709,"0,92239665363318",3
NA1060,10/27/2018,NA,2096,46,12,"0,493031731354753","0,300880184364375",0,2137,"0,95574523362014",7
NA1061,10/22/2018,NA,2422,11,3,"0,857910566421093","0,784319860918727",0,2414,"0,885277385441509",1
NA1062,09/24/2018,NA,1690,34,13,"0,708540912406158","0,348730094140751",0,1505,"0,969542685968217",3
NA1063,10/31/2018,NA,334,27,7,"0,196134524480964","0,152007009862349",1,322,"0,953533811183142",3
NA1064,11/16/2018,NA,1893,23,7,"0,606080387866533","0,266375603239277",0,1759,"0,923238815459683",4
NA1065,11/26/2018,NA,2068,6,1,"0,44077931015174",0,0,2097,"0,954879764206566",1
NA1067,10/30/2018,NA,3049,6,2,"0,413136445143694","0,134343167670691",0,3051,"0,877209212967764",2
NA1068,10/21/2018,NA,1147,50,4,"0,537876127624619","0,191967941990995",0,1091,"0,865719479546165",17
NA1069,10/24/2018,NA,1945,6,2,"0,815409280735257","0,63797341455811",0,1597,"0,854350406763653",1
NA107,10/19/2018,NA,2115,19,4,"0,804387787628623","0,418223170319089",0,1958,"0,856942273561117",3
NA1070,10/11/2018,NA,1111,27,4,"0,79552197649651","0,21239320396807",0,1106,"0,914781517506757",4
NA1071,11/22/2018,NA,2067,9,1,"0,454401351135865","0,219018650252339",0,2042,"0,908899553294437",2
NA1072,10/25/2018,NA,2632,8,1,"0,702206022006917","0,183478347919804",0,2483,"0,901050316096858",1
NA1073,10/23/2018,NA,2098,33,4,"0,750577921694664","0,262282107298107",0,2280,"0,875795312618402",4
NA1076,10/31/2018,NA,1354,14,7,"0,67236801509695","0,184624233158698",0,1409,"0,953842785652495",2
NA1077,10/03/2018,NA,1794,19,1,"0,511671300385877","0,423342925009845",0,1904,"0,894953759749456",3
NA1078,10/28/2018,NA,1407,17,1,"0,827753314297785","0,108700536910914",0,1426,"0,941410935585236",1
NA1079,11/19/2018,NA,1857,14,2,"0,812249108797696","0,31490025367255",0,2015,"0,905620693129919",2
NA108,09/28/2018,NA,1865,25,4,"0,590663902532872","0,377581142334704",0,1826,"0,932115683649924",3
NA1080,10/17/2018,NA,722,64,5,"0,701595997899229","0,14974437846182",0,633,"0,863152819242853",10
NA1081,10/20/2018,NA,2011,7,3,"0,390252656712767","0,139129198338237",0,2318,"0,887893909480719",2
NA1082,10/23/2018,NA,4352,1,0,"0,06459509551208","0,3345908083404",0,3993,"0,820977480344717",3
NA1083,10/28/2018,NA,1779,5,0,"0,456996657804425","0,101376403263192",0,1663,"0,912745489497161",1
NA1087,10/07/2018,NA,1167,23,1,"0,750866802573122","0,458662738849205",0,1210,"0,903189988012451",2
NA1088,01/17/2019,NA,622,4,0,"0,162801735120154",0,1,638,"0,996339084971699",1
NA109,11/08/2018,NA,2489,14,4,"0,771371787242849","0,125637597267883",0,2259,"0,927135449975366",2
NA1091,10/20/2018,NA,2090,16,0,"0,541968949624989","0,19957166378084",0,2312,"0,919909347400271",3
NA1092,11/20/2018,NA,1355,20,6,"0,557046726026354","0,205640845651187",0,1418,"0,885843269819532",4
NA1093,11/21/2018,NA,1659,5,2,"0,596760130359941",0,0,1861,"0,897915630339761",1
NA1094,10/30/2018,NA,2503,8,3,"0,8973234341635","0,12299151119998",0,2556,"0,780425335538743",2
NA1095,10/26/2018,NA,1968,11,1,"0,711694395363074","0,051114550212931",0,2022,"0,920213955820321",1
NA1098,11/07/2018,NA,1538,14,3,"0,499090814884594","0,233678413112728",0,1607,"0,966605995129155",2
NA11,10/16/2018,NA,1553,37,1,"0,562398100337685","0,157814090012974",0,1525,"0,928757810676741",4
NA1100,11/25/2018,NA,2606,23,7,"0,840406749916547","0,137235792873472",0,2987,"0,890813602791778",4
NA1102,11/02/2018,NA,2290,14,1,"0,561181034282821","0,10434558551235",0,2307,"0,933475367228012",2
NA1103,11/08/2018,NA,3195,3,4,"0,415928798690167",0,0,2796,"0,845218477190049",1
NA1104,11/11/2018,NA,2820,33,5,"0,759630547578041","0,225357071796692",0,2385,"0,980507129935267",3
NA1107,05/20/2018,NA,2334,33,4,"0,764008183663903","0,254559864875734",1,2349,"0,873810641736396",5
NA111,10/25/2018,NA,862,15,11,"0,541385977899921","0,233737158640232",0,879,"0,934474754660947",2
NA1110,11/27/2018,NA,441,31,0,"0,607523014295347","0,070734143997356",0,450,"0,917525990601218",5
NA1111,11/06/2018,NA,1674,11,3,"0,688789531826179",0,0,1649,"0,865837309018391",2
NA1112,10/30/2018,NA,757,18,4,"0,517208058176051","0,119502598215527",0,697,"0,896752073977724",5
NA1115,12/04/2018,NA,948,15,4,"0,514168250002257","0,146434914302685",0,995,"0,944699602726007",2
NA1117,09/22/2018,NA,1918,16,10,"0,530358666126385","0,29638741417458",0,2005,"0,897159599800006",4
NA1119,10/27/2018,NA,1556,36,8,"0,594047794228805","0,280909922716733",0,1491,"0,97300903270303",4
NA112,10/28/2018,NA,2087,46,17,"0,486322730724462","0,410805057602177",0,1903,"0,894577288184265",8
NA1124,10/10/2018,NA,1012,17,1,"0,730777907474896","0,15918506765132",0,1161,"0,882156413526947",5
NA1125,12/03/2018,NA,2514,6,0,"0,571367239899264","0,096290809240541",0,2276,"0,875359005208092",1
NA1126,10/10/2018,NA,1474,7,0,"0,909930830920485","0,127656107554451",0,1432,"0,875898527099888",1
NA113,11/01/2018,NA,2473,13,4,"0,347472295861555","0,460158548400307",0,2598,"0,901782818763741",3
NA1130,11/25/2018,NA,1551,9,2,"0,711572624465069","0,171146491153681",0,1491,"0,906117020460317",2
NA1131,11/18/2018,NA,818,21,2,"0,662188395837478","0,171056889191393",0,733,"0,790465805196119",7
NA1133,11/10/2018,NA,646,11,4,"0,33196820355359","0,031530495188812",0,728,"0,946144443410127",3
NA1135,10/18/2018,NA,1433,19,5,"0,746206433763279","0,323970356718225",0,1475,"0,903351406065626",3
NA1136,11/13/2018,NA,1900,3,2,"0,978728392255119",0,0,1825,"0,772338215454827",1
NA1137,10/29/2018,NA,1934,9,2,"0,368808153032868","0,628763190292143",0,2003,"0,922678497796134",2
NA1139,11/10/2018,NA,1951,29,6,"0,485445664837961","0,272411074870525",0,1695,"0,820578979356372",11
NA114,11/22/2018,NA,2630,7,0,"0,587978183846489","0,096841542141307",0,2404,"0,921806976845311",1
NA1140,12/08/2018,NA,2156,12,5,"0,70141272599377","0,457305790137298",0,2069,"0,836630138595082",3
NA1142,10/20/2018,NA,2597,9,3,"0,374127911385562","0,317239615232782",0,2354,"0,913419505617943",2
NA1143,10/19/2018,NA,2594,7,0,"0,263972453786714","0,274728914361165",1,2557,"0,917432657544442",3
NA1144,11/14/2018,NA,2009,9,2,"0,748702202091092","0,079037746726273",0,1871,"0,921401177514244",1
NA1146,09/29/2018,NA,1866,11,0,"0,817898433629576","0,32925137017164",0,1874,"0,979405084992988",1
NA1148,10/04/2018,NA,2511,12,3,"0,513642459234187","0,107348494623004",0,2394,"0,911072973092776",1
NA1149,11/06/2018,NA,406,16,2,"0,306344534349879","0,16348921194877",0,362,"0,918901509552728",2
NA115,11/02/2018,NA,2229,14,1,"0,560296275251273","0,257607531019252",0,2215,"0,927917567321903",3
NA1150,11/03/2018,NA,2069,20,4,"0,76871531899096","0,186752219291241",0,1803,"0,936613728726183",2
NA1152,12/05/2018,NA,765,269,24,"0,951175039180371","0,009822936559359",0,739,"0,947236664400862",20
NA1153,10/15/2018,NA,854,25,3,"0,708596521851419","0,027473112523696",0,909,"0,826759815539378",6
NA1154,10/23/2018,NA,1096,14,1,"0,604992881980039","0,1879458272629",0,1166,"0,984512843228839",1
NA1155,10/31/2018,NA,2226,19,0,"0,881180447822055","0,314284293660097",0,1871,"0,925128099600921",2
NA1157,10/13/2018,NA,1551,19,5,"0,834043785250641","0,190273717614428",0,1438,"0,897179325348632",2
NA1158,01/13/2019,NA,433,10,2,"0,344492067701097","0,030467742286123",1,413,"0,901870253386422",2
NA1159,12/10/2018,NA,2117,4,0,"0,499712824796477",0,0,2493,"0,853804138351427",1
NA116,10/24/2018,NA,2177,9,1,"0,694290726790317","0,085564528133713",0,2040,"0,855247403223166",2
NA1161,10/05/2018,NA,1871,1,4,"0,320221355952613","0,346273805343552",0,2139,"0,779821478846741",1
NA1162,10/08/2018,NA,1569,8,4,"0,878541802955814","0,382336771428373",0,1561,"0,897079405298434",1
NA1163,11/20/2018,NA,1432,9,0,"0,428118063953936","0,16857589809263",0,1258,"0,920371965902469",2
NA1164,11/13/2018,NA,1448,25,14,"0,543342323738753","0,244718579947218",0,1504,"0,875254189650132",6
NA1166,11/10/2018,NA,782,16,2,"0,458144572003875","0,100226115524428",0,839,"0,819000324591839",7
NA1168,11/10/2018,NA,1349,6,4,"0,705680289737324",0,0,1303,"0,818428688112068",2
NA1169,11/11/2018,NA,876,21,1,"0,636503755738483",0,1,990,"0,97621702787952",2
NA1170,12/16/2018,NA,2125,16,8,"0,684255886870839","0,299276320578256",0,2151,"0,93937788274499",2
NA1171,11/08/2018,NA,2636,7,2,"0,513621064974966",0,0,2655,"0,902581628498246",1
NA1172,10/03/2018,NA,1614,51,4,"0,79461004789098","0,245642525216788",0,1736,"0,985435012454468",4
NA1174,10/21/2018,NA,1552,48,6,"0,613748185355858","0,300109663692678",0,1356,"0,910559038079463",11
NA1175,11/21/2018,NA,382,11,2,"0,61332491987912","0,051141831136717",0,397,"0,986682239213984",1
NA1176,10/28/2018,NA,1686,13,8,"1,00047110030653","0,17920979350546",0,1690,"0,931665792281301",1
NA1181,10/20/2018,NA,2007,52,12,"0,791974949430207","0,282618260933966",1,2073,"0,899339091722861",7
NA1182,09/24/2018,NA,1888,8,2,"0,617469904532032",0,0,1903,"0,834200908639778",2
NA1183,10/12/2018,NA,1950,4,3,"0,578727831508433","0,116764941299068",0,1937,"0,84928514395868",1
NA1184,11/02/2018,NA,1535,42,5,"0,686817157516799","0,205901819979195",0,1293,"0,91631979061421",6
NA1185,10/12/2018,NA,2247,9,2,"0,684311550117366","0,145489572301022",0,2218,"0,896092679052627",1
NA1187,09/21/2018,NA,1106,15,0,"0,656299521992408","0,418126363702258",0,1148,"0,883207436414346",3
NA1188,10/09/2018,NA,594,35,1,"0,401928297478785","0,194261156146116",0,523,"0,957934142472424",5
NA1189,09/29/2018,NA,967,20,10,"0,973794576542933","0,051877059993441",0,892,"0,909838631279821",2
NA119,09/18/2018,NA,1471,11,1,"0,360137759045146","0,18155167589434",0,1592,"0,862145419372758",4
NA1190,10/20/2018,NA,1689,14,1,"0,658219205063684","0,107602155263381",0,1565,"0,93112001224394",2
NA1191,10/20/2018,NA,1203,0,0,0,0,1,1181,"0,943388022801372",3
NA1192,11/19/2018,NA,1205,7,0,"0,4960164521039","0,325784858045115",0,1144,"0,840805233743683",2
NA1193,11/07/2018,NA,2085,16,0,"0,593076813496083","0,161919236943721",0,1906,"0,877515545045767",3
NA1194,10/16/2018,NA,1836,14,2,"0,666766926382569","0,22879165084174",0,1641,"0,958206928058195",2
NA1196,10/05/2018,NA,1651,28,5,"0,830371218235339","0,147703968773216",0,1425,"0,96399697215676",2
NA1197,10/30/2018,NA,2508,2,6,"0,983106686297364",0,0,2622,"1,03391640259534",0
NA1198,11/03/2018,NA,1311,37,3,"0,720080601874484","0,329225227046087",0,1490,"0,841505939083458",8
NA1199,10/23/2018,NA,1833,7,2,"0,575189970027278","0,231842651123647",0,2033,"0,878882066675331",1
NA12,10/21/2018,NA,2207,13,1,"0,862338741127628","0,222572443586961",0,2279,"0,852872138583723",3
NA120,11/27/2018,NA,370,9,3,"0,408368864990495","0,134837985387554",0,413,"0,952393996703182",1
NA1202,10/22/2018,NA,1344,8,1,"0,546885026380946","0,212462794694932",0,1303,"0,913307847033267",1
NA1203,11/20/2018,NA,1870,5,2,"0,642044977300209",0,0,1845,"0,874967087826928",1
NA1204,10/13/2018,NA,2400,13,3,"0,628681004274653","0,282107704456722",0,2050,"0,865615016534198",2
NA1205,10/22/2018,NA,1936,5,3,"0,864670174651959","0,308256214769356",0,1945,"0,780429169023443",2
NA1206,10/26/2018,NA,1615,22,4,"0,719269730233237","0,327908579606528",0,1614,"0,964886768781329",2
NA1208,11/13/2018,NA,1906,8,1,"0,664153023969157","0,406681894040409",0,1787,"0,884830503739165",2
NA1211,09/22/2018,NA,599,6,4,"0,685153689339584","0,131922580245682",0,532,"0,895778282631344",1
NA1214,11/26/2018,NA,1923,1,1,"0,335111354164426","0,356572399326808",0,2073,"0,73768732439726",1
NA1215,10/22/2018,NA,1290,14,1,"0,597857350582854","0,196741769730377",0,1189,"0,955584792856276",1
NA1216,10/23/2018,NA,2271,20,1,"0,563881124794933","0,222844371819344",0,2340,"0,931591871818098",2
NA1217,01/10/2019,NA,403,10,2,"0,316352148682098","0,026568419636895",1,407,"0,961802649071497",2
NA1219,09/21/2018,NA,2013,18,6,"0,240344526125045","0,168602573948765",0,2059,"0,905715146429297",8
NA1220,10/30/2018,NA,1529,13,3,"0,478986982897463","0,334747883133042",0,1677,"0,976914812742578",2
NA1221,10/25/2018,NA,875,26,4,"0,584746268358949","0,151041955640809",0,839,"0,919891449279027",3
NA1223,10/07/2018,NA,2320,25,2,"0,658010859480092","0,155423527820692",0,2728,"0,955685641250998",3
NA1224,10/27/2018,NA,2087,43,11,"0,827965916442103","0,151163849715542",1,2402,"0,865825862726565",7
NA1225,11/14/2018,NA,2040,11,0,"0,723852785548368","0,555928434805408",0,1883,"0,953621313490601",1
NA1226,11/23/2018,NA,2431,12,6,"0,447845166450512","0,470579746948655",0,2645,"0,90740229161458",2
NA1227,10/22/2018,NA,2247,5,1,"0,3000763788812","0,108568629105631",0,2365,"0,848840152268074",2
NA1229,10/23/2018,NA,2623,15,5,"0,265129641418811","0,469649536806447",0,2439,"0,925521065089948",7
NA1232,12/03/2018,NA,1953,23,0,"0,376132969640503","0,212533925830187",0,1716,"0,933982727585087",4
NA1233,10/11/2018,NA,2255,10,4,"0,523774610697368","0,094528706205052",0,1993,"0,873449129452102",3
NA1234,10/17/2018,NA,525,8,1,"0,330713076108677","0,097153448150735",1,595,"1,0052294845725",1
NA1235,10/22/2018,NA,1900,14,0,"0,62527098770458","0,132022480529676",0,2076,"0,834772218605457",3
NA1236,10/22/2018,NA,1584,33,3,"0,681346234517442","0,31905460714416",0,1733,"0,908763532272899",3
NA1239,10/06/2018,NA,1935,1,0,"0,171207139520713","0,178348053617278",0,2059,"0,894948362862712",1
NA1241,10/26/2018,NA,2625,4,2,"0,815845667839329","0,342947672488382",0,2553,"0,826426034751765",1
NA1242,10/23/2018,NA,2807,5,1,"1,00578646755861","0,222818825456699",0,2843,"0,714531953019282",2
NA1243,11/25/2018,NA,603,42,4,"0,655801002304718","0,168985435195253",0,662,"0,943687157981214",4
NA1244,09/30/2018,NA,1836,13,10,"0,508463545752459","0,333951912287768",0,2008,"0,892797381800524",2
NA1246,11/02/2018,NA,2019,40,4,"0,746407040433516","0,304303334524983",0,2123,"0,937812534683776",4
NA1247,10/17/2018,NA,1531,32,6,"0,920843995462034","0,430024507630705",0,1374,"0,944429343400436",3
NA1249,10/30/2018,NA,2001,17,2,"0,598858796339937","0,205208366354585",0,2084,"0,90454970431091",2
NA125,10/28/2018,NA,2176,2,1,"0,258248000162282","0,239321438940099",0,2128,"0,902316543184989",1
NA1250,11/23/2018,NA,430,10,0,"0,717537354517584","0,138853412724176",1,463,"0,919121986200189",1
NA1251,11/22/2018,NA,1954,27,6,"0,699172065909021","0,515026442957122",0,2247,"0,892440881699475",3
NA1252,10/22/2018,NA,1859,8,2,"1,04268539008292","0,29372245412978",0,1803,"0,773410491696631",2
NA1253,10/23/2018,NA,1773,35,4,"0,644274718789191","0,304154405905991",0,1844,"0,889001924835694",5
NA1255,10/24/2018,NA,1862,18,6,"0,557028517451324","0,148109464368445",0,1855,"0,925611790070498",4
NA1257,10/25/2018,NA,420,19,4,"0,638492339433456","0,131550465910693",1,371,"0,959231697341957",1
NA1258,10/24/2018,NA,1401,8,0,"0,855500240668743","0,22203783964864",0,1474,"0,881081963600858",1
NA1259,11/06/2018,NA,2147,7,3,"0,499900165437468","0,342752058464145",0,2292,"0,847906280651615",3
NA1263,10/28/2018,NA,2035,10,3,"0,348050419603361","0,204458704295032",0,2170,"0,948666691733056",2
NA1265,06/01/2018,NA,3819,32,1,"0,869300573488995","0,240379497545333",1,3763,"0,888271273921826",4
NA1266,11/04/2018,NA,1246,14,1,"0,581199863125958","0,289550775363023",0,1276,"1,00686667149879",1
NA1268,01/09/2019,NA,852,33,0,"0,802244530113998","0,132192152269579",0,960,"0,962810955716006",3
NA127,11/01/2018,NA,2810,10,2,"0,787981024167489","0,09024068177716",0,2712,"0,9478508026338",1
NA1273,11/22/2018,NA,2290,14,12,"0,573349750191601","0,039963536444346",0,2129,"0,904098455349127",3
NA1274,10/01/2018,NA,1949,52,4,"0,416914475405192","0,284461959701567",0,1838,"0,892484457838446",9
NA1275,09/30/2018,NA,1838,11,3,"0,560321666252876","0,190904492087237",0,2064,"0,866083914321431",2
NA1277,11/07/2018,NA,1921,4,3,"0,193112974164635","0,11393037728054",0,1783,"0,874764682295054",2
NA128,10/27/2018,NA,1163,16,2,"0,635019260499452","0,221375337976395",0,1359,"0,94413221889062",1
NA1280,10/14/2018,NA,2363,12,0,"0,580917584983165","0,160780242520557",0,2325,"0,96093347027656",1
NA1283,10/23/2018,NA,1926,19,4,"0,720377604539375","0,55857569109733",0,1984,"0,901999349759678",2
NA1284,11/13/2018,NA,2512,0,2,0,"0,442744443246039",0,2475,"0,640363947493138",2
NA1285,01/15/2019,NA,1980,9,7,"0,429233357624165","0,087386493325204",0,2064,"0,928722094952258",1
NA1286,11/04/2018,NA,1735,3,4,"0,774910819273801",0,0,1516,"0,82810519541233",1
NA1288,10/07/2018,NA,2160,21,8,"0,46855778128914","0,228184286831419",0,2270,"0,885738710003881",4
NA129,10/09/2018,NA,1432,12,8,"0,664397223408694","0,334946404100139",0,1629,"0,913290968806771",2
